date,data_src,family,genus,species,genus_species,length_m,age.maturity,longevity,habitat,feeding.mode,
2019-05-02,pan,Acipenseridae,Acipenser,oxyrinchus,Acipenser oxyrinchus,4.3,12.8,60.0,demersal,benthivorous,
2019-05-02,pan,Acipenseridae,Acipenser,oxyrinchus,Acipenser oxyrinchus,4.3,12.8,60.0,demersal,benthivorous,
2019-05-02,pan,Acipenseridae,NA,NA,Acipenseridae,1.857143,12.8,52.1,demersal,NA,
2019-05-02,pan,Acropomatidae,Synagrops,bellus,Synagrops bellus,0.23,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,bellus,Synagrops bellus,0.23,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,bellus,Synagrops bellus,0.23,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,bellus,Synagrops bellus,0.23,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,spinosus,Synagrops spinosus,0.13,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,spinosus,Synagrops spinosus,0.13,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,spinosus,Synagrops spinosus,0.13,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,spinosus,Synagrops spinosus,0.13,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Acropomatidae,Synagrops,NA,Synagrops,0.1556,NA,NA,bathydemersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,sterletus,Agonopsis sterletus,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,sterletus,Agonopsis sterletus,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonopsis,vulsa,Agonopsis vulsa,0.2,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Agonus,cataphractus,Agonus cataphractus,0.21,3.0,1.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Anoplagonus,inermis,Anoplagonus inermis,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Anoplagonus,inermis,Anoplagonus inermis,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Anoplagonus,inermis,Anoplagonus inermis,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Anoplagonus,inermis,Anoplagonus inermis,0.15,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,monopterygius,Aspidophoroides monopterygius,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Aspidophoroides,olrikii,Aspidophoroides olrikii,0.086,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,alascanus,Bathyagonus alascanus,0.13,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,alascanus,Bathyagonus alascanus,0.13,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,alascanus,Bathyagonus alascanus,0.13,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,alascanus,Bathyagonus alascanus,0.13,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,infraspinatus,Bathyagonus infraspinatus,0.12,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,infraspinatus,Bathyagonus infraspinatus,0.12,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,infraspinatus,Bathyagonus infraspinatus,0.12,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,nigripinnis,Bathyagonus nigripinnis,0.242,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,pentacanthus,Bathyagonus pentacanthus,0.23,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,pentacanthus,Bathyagonus pentacanthus,0.23,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,pentacanthus,Bathyagonus pentacanthus,0.23,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,pentacanthus,Bathyagonus pentacanthus,0.23,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,NA,Bathyagonus,0.1805,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,NA,Bathyagonus,0.1805,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,NA,Bathyagonus,0.1805,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Bathyagonus,NA,Bathyagonus,0.1805,4.7,9.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Chesnonia,verrucosa,Chesnonia verrucosa,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Chesnonia,verrucosa,Chesnonia verrucosa,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Chesnonia,verrucosa,Chesnonia verrucosa,0.2,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Hypsagonus,quadricornis,Hypsagonus quadricornis,0.12,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Hypsagonus,quadricornis,Hypsagonus quadricornis,0.12,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Hypsagonus,quadricornis,Hypsagonus quadricornis,0.12,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Hypsagonus,quadricornis,Hypsagonus quadricornis,0.12,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Hypsagonus,quadricornis,Hypsagonus quadricornis,0.12,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.211,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,decagonus,Leptagonus decagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,NA,Leptagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,NA,Leptagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,NA,Leptagonus,0.25,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Leptagonus,NA,Leptagonus,0.191,3.0,11.0,demersal,generalist,
2019-05-02,pan,Agonidae,Occella,dodecaedron,Occella dodecaedron,0.216,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Occella,dodecaedron,Occella dodecaedron,0.216,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Occella,dodecaedron,Occella dodecaedron,0.216,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Odontopyxis,trispinosa,Odontopyxis trispinosa,0.095,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Odontopyxis,trispinosa,Odontopyxis trispinosa,0.095,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Odontopyxis,trispinosa,Odontopyxis trispinosa,0.095,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Odontopyxis,trispinosa,Odontopyxis trispinosa,0.095,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Odontopyxis,trispinosa,Odontopyxis trispinosa,0.095,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Pallasina,barbata,Pallasina barbata,0.17,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Percis,japonica,Percis japonica,0.42,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Percis,japonica,Percis japonica,0.42,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Percis,japonica,Percis japonica,0.42,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,accipenserinus,Podothecus accipenserinus,0.305,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Podothecus,veternus,Podothecus veternus,0.28,4.7,7.0,demersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,frenatus,Sarritor frenatus,0.27,4.7,7.0,demersal,generalist,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Sarritor,leptorhynchus,Sarritor leptorhynchus,0.25,4.7,7.0,bathydemersal,benthivorous,
2019-05-02,pan,Agonidae,Xeneretmus,latifrons,Xeneretmus latifrons,0.19,4.7,7.0,bathydemersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,latifrons,Xeneretmus latifrons,0.19,4.7,7.0,bathydemersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,latifrons,Xeneretmus latifrons,0.19,4.7,7.0,bathydemersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,leiops,Xeneretmus leiops,0.24,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,leiops,Xeneretmus leiops,0.24,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,leiops,Xeneretmus leiops,0.24,4.7,7.0,demersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,triacanthus,Xeneretmus triacanthus,0.18,4.7,7.0,bathydemersal,planktivorous,
2019-05-02,pan,Agonidae,Xeneretmus,triacanthus,Xeneretmus triacanthus,0.18,4.7,7.0,bathydemersal,planktivorous,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2023333,4.7,7.0,demersal,NA,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2023333,4.7,7.0,demersal,NA,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2023333,4.7,7.0,demersal,NA,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2256,4.7,7.0,demersal,NA,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2023333,4.7,7.0,demersal,NA,
2019-05-02,pan,Agonidae,NA,NA,Agonidae,0.2605,4.7,7.0,demersal,NA,
2019-05-02,pan,Albulidae,Albula,vulpes,Albula vulpes,0.702,2.9,20.0,reef-associated,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,brevirostris,Alepisaurus brevirostris,0.96,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.46,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepisauridae,Alepisaurus,ferox,Alepisaurus ferox,0.723,NA,NA,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Alepocephalus,agassizii,Alepocephalus agassizii,0.284,NA,38.0,bathydemersal,benthivorous,
2019-05-02,pan,Alepocephalidae,Alepocephalus,agassizii,Alepocephalus agassizii,0.284,NA,38.0,bathydemersal,benthivorous,
2019-05-02,pan,Alepocephalidae,Alepocephalus,bairdii,Alepocephalus bairdii,0.554,NA,38.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Alepocephalus,bairdii,Alepocephalus bairdii,0.93,NA,38.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Alepocephalus,bairdii,Alepocephalus bairdii,0.93,NA,38.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Alepocephalus,tenebrosus,Alepocephalus tenebrosus,0.61,NA,38.0,bathydemersal,benthivorous,
2019-05-02,pan,Alepocephalidae,Alepocephalus,tenebrosus,Alepocephalus tenebrosus,0.61,NA,38.0,bathydemersal,benthivorous,
2019-05-02,pan,Alepocephalidae,Alepocephalus,tenebrosus,Alepocephalus tenebrosus,0.61,NA,38.0,bathydemersal,benthivorous,
2019-05-02,pan,Alepocephalidae,Alepocephalus,NA,Alepocephalus,0.419,NA,38.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Alepocephalus,NA,Alepocephalus,0.419,NA,38.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Bajacalifornia,burragei,Bajacalifornia burragei,0.198,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Bajacalifornia,erimoensis,Bajacalifornia erimoensis,0.232,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Bajacalifornia,megalops,Bajacalifornia megalops,0.4,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Bajacalifornia,megalops,Bajacalifornia megalops,0.4,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Bathytroctes,microlepis,Bathytroctes microlepis,0.323,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Conocara,salmoneum,Conocara salmoneum,0.73,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Rouleina,attrita,Rouleina attrita,0.48,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Rouleina,attrita,Rouleina attrita,0.48,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Rouleina,maderensis,Rouleina maderensis,0.32,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Rouleina,NA,Rouleina,0.29355,NA,4.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Talismania,bifurcata,Talismania bifurcata,0.277,NA,26.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Talismania,bifurcata,Talismania bifurcata,0.277,NA,26.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Talismania,bifurcata,Talismania bifurcata,0.277,NA,26.0,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,Xenodermichthys,copei,Xenodermichthys copei,0.31,NA,26.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Xenodermichthys,copei,Xenodermichthys copei,0.31,NA,26.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Xenodermichthys,copei,Xenodermichthys copei,0.31,NA,26.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Xenodermichthys,copei,Xenodermichthys copei,0.31,NA,26.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,Xenodermichthys,copei,Xenodermichthys copei,0.31,NA,26.0,bathypelagic,generalist,
2019-05-02,pan,Alepocephalidae,NA,NA,Alepocephalidae,0.198,NA,30.5,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,NA,NA,Alepocephalidae,0.198,NA,30.5,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,NA,NA,Alepocephalidae,0.198,NA,30.5,bathydemersal,generalist,
2019-05-02,pan,Alepocephalidae,NA,NA,Alepocephalidae,0.45,NA,30.5,bathydemersal,generalist,
2019-05-02,pan,Alopiidae,Alopias,superciliosus,Alopias superciliosus,4.8,11.7,25.0,pelagic,piscivorous,
2019-05-02,pan,Alopiidae,Alopias,superciliosus,Alopias superciliosus,4.8,11.7,25.0,pelagic,piscivorous,
2019-05-02,pan,Alopiidae,Alopias,vulpinus,Alopias vulpinus,4.8,5.1,38.0,pelagic,generalist,
2019-05-02,pan,Alopiidae,Alopias,vulpinus,Alopias vulpinus,4.8,5.1,38.0,pelagic,generalist,
2019-05-02,pan,Alopiidae,Alopias,vulpinus,Alopias vulpinus,4.8,5.1,38.0,pelagic,generalist,
2019-05-02,pan,Alopiidae,Alopias,vulpinus,Alopias vulpinus,4.8,5.1,38.0,pelagic,generalist,
2019-05-02,pan,Alopiidae,Alopias,vulpinus,Alopias vulpinus,4.8,5.1,38.0,pelagic,generalist,
2019-05-02,pan,Ammodytidae,Ammodytes,americanus,Ammodytes americanus,0.235,2.3,12.0,demersal,planktivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,2.3,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,2.3,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,2.3,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,2.3,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,2.3,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,dubius,Ammodytes dubius,0.372,3.2,9.0,demersal,benthivorous,
2019-05-02,pan,Ammodytidae,Ammodytes,hexapterus,Ammodytes hexapterus,0.3,2.5,11.0,benthopelagic,planktivorous,
